venda_id,data,loja_id,produto_id,vendedor_id,quantidade,preco_unitario,desconto_pct,valor_total,custo_total,margem
52570,2023-10-23,L008,P002,V006,4,42.9,0.0,171.6,68.0,103.6
52571,2023-10-23,L008,P002,V006,5,42.9,0.0,214.5,85.0,129.5
52572,2023-10-23,L008,P008,V005,3,3.9,0.0,11.7,3.6,8.1
52573,2023-10-23,L008,P002,V005,8,42.9,0.0,343.2,136.0,207.2
52574,2023-10-23,L008,P006,V004,3,10.9,0.0,32.7,11.4,21.3
52575,2023-10-23,L009,P006,V003,3,10.9,0.0,32.7,11.4,21.3
52576,2023-10-23,L009,P008,V004,4,3.9,0.0,15.6,4.8,10.8
52577,2023-10-23,L009,P002,V005,2,42.9,0.0,85.8,34.0,51.8
52578,2023-10-23,L009,P007,V003,3,38.9,0.0,116.7,42.0,74.7
52579,2023-10-23,L009,P005,V001,1,12.9,0.0,12.9,4.5,8.4
52580,2023-10-23,L009,P006,V006,6,10.9,0.0,65.4,22.8,42.6
52581,2023-10-23,L009,P001,V003,2,45.9,0.0,91.8,36.0,55.8
52582,2023-10-23,L009,P007,V006,4,38.9,0.0,155.6,56.0,99.6
52583,2023-10-23,L009,P007,V006,4,38.9,0.0,155.6,56.0,99.6
52584,2023-10-23,L009,P001,V005,3,45.9,0.0,137.7,54.0,83.7
52585,2023-10-23,L009,P007,V006,1,38.9,0.0,38.9,14.0,24.9
52586,2023-10-23,L010,P001,V004,3,45.9,0.0,137.7,54.0,83.7
52587,2023-10-23,L010,P002,V001,4,42.9,0.0,171.6,68.0,103.6
52588,2023-10-23,L010,P005,V002,4,12.9,0.0,51.6,18.0,33.6
52589,2023-10-23,L010,P007,V002,1,38.9,0.0,38.9,14.0,24.9
52590,2023-10-23,L010,P007,V006,1,38.9,0.0,38.9,14.0,24.9
52591,2023-10-23,L010,P002,V002,4,42.9,0.0,171.6,68.0,103.6
52592,2023-10-23,L010,P008,V001,2,3.9,0.0,7.8,2.4,5.4
52593,2023-10-23,L010,P005,V001,8,12.9,0.0,103.2,36.0,67.2
52594,2023-10-23,L010,P008,V001,3,3.9,0.0,11.7,3.6,8.1
52595,2023-10-23,L010,P005,V006,4,12.9,0.0,51.6,18.0,33.6
52596,2023-10-23,L010,P006,V005,2,10.9,0.0,21.8,7.6,14.2
52597,2023-10-23,L011,P006,V001,3,10.9,0.0,32.7,11.4,21.3
52598,2023-10-23,L011,P005,V004,3,12.9,0.0,38.7,13.5,25.2
52599,2023-10-23,L011,P001,V002,5,45.9,0.0,229.5,90.0,139.5
52600,2023-10-23,L011,P002,V001,3,42.9,0.0,128.7,51.0,77.7
52601,2023-10-23,L011,P006,V004,1,10.9,0.0,10.9,3.8,7.1
52602,2023-10-23,L011,P008,V004,3,3.9,0.0,11.7,3.6,8.1
52603,2023-10-23,L011,P001,V003,1,45.9,0.0,45.9,18.0,27.9
52604,2023-10-23,L011,P005,V006,4,12.9,0.0,51.6,18.0,33.6
52605,2023-10-23,L011,P005,V004,3,12.9,0.0,38.7,13.5,25.2
52606,2023-10-23,L011,P005,V001,6,12.9,0.0,77.4,27.0,50.4
52607,2023-10-23,L012,P005,V006,1,12.9,0.0,12.9,4.5,8.4
52608,2023-10-23,L012,P006,V004,3,10.9,0.0,32.7,11.4,21.3
52609,2023-10-23,L012,P006,V003,2,10.9,0.0,21.8,7.6,14.2
52610,2023-10-23,L012,P005,V001,2,12.9,0.0,25.8,9.0,16.8
52611,2023-10-23,L012,P005,V004,2,12.9,0.0,25.8,9.0,16.8
52612,2023-10-23,L012,P001,V003,2,45.9,0.0,91.8,36.0,55.8
52613,2023-10-24,L001,P008,V004,2,3.9,0.0,7.8,2.4,5.4
52614,2023-10-24,L001,P002,V002,4,42.9,0.0,171.6,68.0,103.6
52615,2023-10-24,L001,P006,V006,1,10.9,0.0,10.9,3.8,7.1
52616,2023-10-24,L001,P005,V004,1,12.9,0.0,12.9,4.5,8.4
52617,2023-10-24,L001,P005,V005,1,12.9,0.0,12.9,4.5,8.4
52618,2023-10-24,L001,P002,V001,2,42.9,0.0,85.8,34.0,51.8
52619,2023-10-24,L001,P007,V002,7,38.9,0.0,272.3,98.0,174.3
52620,2023-10-24,L001,P007,V001,2,38.9,0.0,77.8,28.0,49.8
52621,2023-10-24,L001,P006,V004,1,10.9,0.0,10.9,3.8,7.1
52622,2023-10-24,L001,P006,V001,3,10.9,0.0,32.7,11.4,21.3
52623,2023-10-24,L001,P008,V003,2,3.9,0.0,7.8,2.4,5.4
52624,2023-10-24,L002,P008,V006,3,3.9,0.0,11.7,3.6,8.1
52625,2023-10-24,L002,P006,V002,2,10.9,0.0,21.8,7.6,14.2
52626,2023-10-24,L002,P002,V003,3,42.9,0.0,128.7,51.0,77.7
52627,2023-10-24,L002,P001,V001,1,45.9,0.0,45.9,18.0,27.9
52628,2023-10-24,L002,P008,V006,1,3.9,0.0,3.9,1.2,2.7
52629,2023-10-24,L002,P007,V002,1,38.9,0.0,38.9,14.0,24.9
52630,2023-10-24,L002,P008,V006,3,3.9,0.0,11.7,3.6,8.1
52631,2023-10-24,L002,P002,V002,2,42.9,0.0,85.8,34.0,51.8
52632,2023-10-24,L002,P005,V005,3,12.9,0.0,38.7,13.5,25.2
52633,2023-10-24,L003,P007,V003,3,38.9,0.0,116.7,42.0,74.7
52634,2023-10-24,L003,P005,V005,3,12.9,0.0,38.7,13.5,25.2
52635,2023-10-24,L003,P001,V005,2,45.9,0.0,91.8,36.0,55.8
52636,2023-10-24,L003,P005,V006,1,12.9,0.0,12.9,4.5,8.4
52637,2023-10-24,L003,P002,V004,4,42.9,0.0,171.6,68.0,103.6
52638,2023-10-24,L003,P006,V001,4,10.9,0.0,43.6,15.2,28.4
52639,2023-10-24,L003,P001,V002,3,45.9,0.0,137.7,54.0,83.7
52640,2023-10-24,L003,P001,V003,4,45.9,0.0,183.6,72.0,111.6
52641,2023-10-24,L003,P001,V006,1,45.9,0.0,45.9,18.0,27.9
52642,2023-10-24,L003,P006,V004,3,10.9,0.0,32.7,11.4,21.3
52643,2023-10-24,L003,P006,V005,2,10.9,0.0,21.8,7.6,14.2
52644,2023-10-24,L004,P007,V002,1,38.9,0.0,38.9,14.0,24.9
52645,2023-10-24,L004,P002,V003,3,42.9,0.0,128.7,51.0,77.7
52646,2023-10-24,L004,P005,V001,5,12.9,0.0,64.5,22.5,42.0
52647,2023-10-24,L004,P002,V003,2,42.9,0.0,85.8,34.0,51.8
52648,2023-10-24,L004,P002,V002,2,42.9,0.0,85.8,34.0,51.8
52649,2023-10-24,L004,P006,V003,3,10.9,0.0,32.7,11.4,21.3
52650,2023-10-24,L004,P007,V002,2,38.9,0.0,77.8,28.0,49.8
52651,2023-10-24,L004,P002,V003,1,42.9,0.0,42.9,17.0,25.9
52652,2023-10-24,L004,P001,V006,2,45.9,0.0,91.8,36.0,55.8
52653,2023-10-24,L004,P007,V005,3,38.9,0.0,116.7,42.0,74.7
52654,2023-10-24,L004,P005,V001,1,12.9,0.0,12.9,4.5,8.4
52655,2023-10-24,L004,P002,V005,2,42.9,0.0,85.8,34.0,51.8
52656,2023-10-24,L004,P001,V005,6,45.9,0.0,275.4,108.0,167.4
52657,2023-10-24,L004,P008,V006,1,3.9,0.0,3.9,1.2,2.7
52658,2023-10-24,L004,P006,V005,2,10.9,0.0,21.8,7.6,14.2
52659,2023-10-24,L005,P006,V005,2,10.9,0.0,21.8,7.6,14.2
52660,2023-10-24,L005,P005,V001,1,12.9,0.0,12.9,4.5,8.4
52661,2023-10-24,L005,P008,V003,2,3.9,0.0,7.8,2.4,5.4
52662,2023-10-24,L005,P008,V003,2,3.9,0.0,7.8,2.4,5.4
52663,2023-10-24,L005,P002,V006,1,42.9,0.0,42.9,17.0,25.9
52664,2023-10-24,L005,P007,V005,6,38.9,0.0,233.4,84.0,149.4
52665,2023-10-24,L005,P005,V002,2,12.9,0.0,25.8,9.0,16.8
52666,2023-10-24,L005,P007,V002,1,38.9,0.0,38.9,14.0,24.9
52667,2023-10-24,L005,P007,V004,5,38.9,0.0,194.5,70.0,124.5
52668,2023-10-24,L005,P006,V003,4,10.9,0.0,43.6,15.2,28.4
52669,2023-10-24,L005,P008,V004,5,3.9,0.0,19.5,6.0,13.5
52670,2023-10-24,L005,P001,V006,3,45.9,0.0,137.7,54.0,83.7
52671,2023-10-24,L006,P007,V005,2,38.9,0.0,77.8,28.0,49.8
52672,2023-10-24,L006,P006,V002,1,10.9,0.0,10.9,3.8,7.1
52673,2023-10-24,L006,P006,V004,5,10.9,0.0,54.5,19.0,35.5
52674,2023-10-24,L006,P007,V003,1,38.9,0.0,38.9,14.0,24.9
52675,2023-10-24,L006,P002,V002,2,42.9,0.0,85.8,34.0,51.8
52676,2023-10-24,L006,P007,V003,2,38.9,0.0,77.8,28.0,49.8
52677,2023-10-24,L006,P008,V005,1,3.9,0.0,3.9,1.2,2.7
52678,2023-10-24,L007,P005,V006,4,12.9,0.0,51.6,18.0,33.6
52679,2023-10-24,L007,P006,V003,2,10.9,0.0,21.8,7.6,14.2
52680,2023-10-24,L007,P002,V002,3,42.9,0.0,128.7,51.0,77.7
52681,2023-10-24,L007,P002,V001,1,42.9,0.0,42.9,17.0,25.9
52682,2023-10-24,L007,P005,V003,3,12.9,0.0,38.7,13.5,25.2
52683,2023-10-24,L007,P007,V001,3,38.9,0.0,116.7,42.0,74.7
52684,2023-10-24,L007,P007,V001,2,38.9,0.0,77.8,28.0,49.8
52685,2023-10-24,L007,P006,V002,1,10.9,0.0,10.9,3.8,7.1
52686,2023-10-24,L008,P002,V003,2,42.9,0.0,85.8,34.0,51.8
52687,2023-10-24,L008,P007,V001,3,38.9,0.0,116.7,42.0,74.7
52688,2023-10-24,L008,P002,V006,3,42.9,0.0,128.7,51.0,77.7
52689,2023-10-24,L008,P007,V006,3,38.9,0.0,116.7,42.0,74.7
52690,2023-10-24,L008,P006,V002,3,10.9,0.0,32.7,11.4,21.3
52691,2023-10-24,L008,P006,V005,3,10.9,0.0,32.7,11.4,21.3
52692,2023-10-24,L008,P001,V005,1,45.9,0.0,45.9,18.0,27.9
52693,2023-10-24,L009,P006,V002,3,10.9,0.0,32.7,11.4,21.3
52694,2023-10-24,L009,P002,V006,1,42.9,0.0,42.9,17.0,25.9
52695,2023-10-24,L009,P006,V003,2,10.9,0.0,21.8,7.6,14.2
52696,2023-10-24,L009,P007,V003,1,38.9,0.0,38.9,14.0,24.9
52697,2023-10-24,L009,P006,V005,2,10.9,0.0,21.8,7.6,14.2
52698,2023-10-24,L009,P008,V001,4,3.9,0.0,15.6,4.8,10.8
52699,2023-10-24,L009,P006,V003,1,10.9,0.0,10.9,3.8,7.1
52700,2023-10-24,L009,P006,V005,4,10.9,0.0,43.6,15.2,28.4
52701,2023-10-24,L010,P005,V006,1,12.9,0.0,12.9,4.5,8.4
52702,2023-10-24,L010,P001,V001,1,45.9,0.0,45.9,18.0,27.9
52703,2023-10-24,L010,P002,V006,3,42.9,0.0,128.7,51.0,77.7
52704,2023-10-24,L010,P006,V004,3,10.9,0.0,32.7,11.4,21.3
52705,2023-10-24,L010,P002,V002,1,42.9,0.0,42.9,17.0,25.9
52706,2023-10-24,L010,P001,V004,2,45.9,0.0,91.8,36.0,55.8
52707,2023-10-24,L010,P008,V006,2,3.9,0.0,7.8,2.4,5.4
52708,2023-10-24,L011,P002,V002,2,42.9,0.0,85.8,34.0,51.8
52709,2023-10-24,L011,P006,V001,3,10.9,0.0,32.7,11.4,21.3
52710,2023-10-24,L011,P006,V004,1,10.9,0.0,10.9,3.8,7.1
52711,2023-10-24,L011,P001,V002,1,45.9,0.0,45.9,18.0,27.9
52712,2023-10-24,L011,P006,V003,2,10.9,0.0,21.8,7.6,14.2
52713,2023-10-24,L011,P007,V003,3,38.9,0.0,116.7,42.0,74.7
52714,2023-10-24,L011,P008,V003,3,3.9,0.0,11.7,3.6,8.1
52715,2023-10-24,L011,P005,V002,3,12.9,0.0,38.7,13.5,25.2
52716,2023-10-24,L011,P005,V002,1,12.9,0.0,12.9,4.5,8.4
52717,2023-10-24,L012,P008,V002,2,3.9,0.0,7.8,2.4,5.4
52718,2023-10-24,L012,P008,V006,1,3.9,0.0,3.9,1.2,2.7
52719,2023-10-24,L012,P006,V005,4,10.9,0.0,43.6,15.2,28.4
52720,2023-10-24,L012,P007,V001,3,38.9,0.0,116.7,42.0,74.7
52721,2023-10-24,L012,P005,V002,1,12.9,0.0,12.9,4.5,8.4
52722,2023-10-25,L001,P001,V006,2,45.9,0.0,91.8,36.0,55.8
52723,2023-10-25,L001,P007,V006,3,38.9,0.0,116.7,42.0,74.7
52724,2023-10-25,L001,P008,V001,5,3.9,0.0,19.5,6.0,13.5
52725,2023-10-25,L001,P006,V005,2,10.9,0.0,21.8,7.6,14.2
52726,2023-10-25,L001,P005,V004,4,12.9,0.0,51.6,18.0,33.6
52727,2023-10-25,L001,P008,V005,4,3.9,0.0,15.6,4.8,10.8
52728,2023-10-25,L001,P006,V002,3,10.9,0.0,32.7,11.4,21.3
52729,2023-10-25,L001,P002,V001,4,42.9,0.0,171.6,68.0,103.6
52730,2023-10-25,L002,P006,V003,2,10.9,0.0,21.8,7.6,14.2
52731,2023-10-25,L002,P005,V003,2,12.9,0.0,25.8,9.0,16.8
52732,2023-10-25,L002,P008,V006,2,3.9,0.0,7.8,2.4,5.4
52733,2023-10-25,L002,P007,V005,1,38.9,0.0,38.9,14.0,24.9
52734,2023-10-25,L002,P002,V001,2,42.9,0.0,85.8,34.0,51.8
52735,2023-10-25,L002,P008,V003,1,3.9,0.0,3.9,1.2,2.7
52736,2023-10-25,L002,P001,V006,3,45.9,0.0,137.7,54.0,83.7
52737,2023-10-25,L002,P002,V002,5,42.9,0.0,214.5,85.0,129.5
52738,2023-10-25,L002,P001,V004,2,45.9,0.0,91.8,36.0,55.8
52739,2023-10-25,L003,P002,V005,3,42.9,0.0,128.7,51.0,77.7
52740,2023-10-25,L003,P006,V001,6,10.9,0.0,65.4,22.8,42.6
52741,2023-10-25,L003,P006,V006,2,10.9,0.0,21.8,7.6,14.2
52742,2023-10-25,L003,P007,V001,1,38.9,0.0,38.9,14.0,24.9
52743,2023-10-25,L003,P005,V005,3,12.9,0.0,38.7,13.5,25.2
52744,2023-10-25,L003,P002,V001,1,42.9,0.0,42.9,17.0,25.9
52745,2023-10-25,L003,P007,V001,2,38.9,0.0,77.8,28.0,49.8
52746,2023-10-25,L003,P006,V005,1,10.9,0.0,10.9,3.8,7.1
52747,2023-10-25,L003,P006,V004,3,10.9,0.0,32.7,11.4,21.3
52748,2023-10-25,L003,P005,V002,4,12.9,0.0,51.6,18.0,33.6
52749,2023-10-25,L003,P008,V003,3,3.9,0.0,11.7,3.6,8.1
52750,2023-10-25,L003,P008,V004,3,3.9,0.0,11.7,3.6,8.1
52751,2023-10-25,L003,P005,V004,1,12.9,0.0,12.9,4.5,8.4
52752,2023-10-25,L003,P005,V001,2,12.9,0.0,25.8,9.0,16.8
52753,2023-10-25,L003,P005,V004,2,12.9,0.0,25.8,9.0,16.8
52754,2023-10-25,L003,P005,V005,3,12.9,0.0,38.7,13.5,25.2
52755,2023-10-25,L003,P001,V005,1,45.9,0.0,45.9,18.0,27.9
52756,2023-10-25,L003,P006,V004,1,10.9,0.0,10.9,3.8,7.1
52757,2023-10-25,L003,P002,V001,1,42.9,0.0,42.9,17.0,25.9
52758,2023-10-25,L004,P006,V006,2,10.9,0.0,21.8,7.6,14.2
52759,2023-10-25,L004,P005,V005,5,12.9,0.0,64.5,22.5,42.0
52760,2023-10-25,L004,P008,V005,3,3.9,0.0,11.7,3.6,8.1
52761,2023-10-25,L004,P008,V003,1,3.9,0.0,3.9,1.2,2.7
52762,2023-10-25,L004,P007,V002,1,38.9,0.0,38.9,14.0,24.9
52763,2023-10-25,L004,P005,V002,4,12.9,0.0,51.6,18.0,33.6
52764,2023-10-25,L005,P006,V001,3,10.9,0.0,32.7,11.4,21.3
52765,2023-10-25,L005,P001,V002,1,45.9,0.0,45.9,18.0,27.9
52766,2023-10-25,L005,P007,V004,4,38.9,0.0,155.6,56.0,99.6
52767,2023-10-25,L005,P005,V005,1,12.9,0.0,12.9,4.5,8.4
52768,2023-10-25,L005,P006,V001,2,10.9,0.0,21.8,7.6,14.2
52769,2023-10-25,L005,P006,V003,3,10.9,0.0,32.7,11.4,21.3
52770,2023-10-25,L005,P005,V003,2,12.9,0.0,25.8,9.0,16.8
52771,2023-10-25,L005,P006,V006,4,10.9,0.0,43.6,15.2,28.4
52772,2023-10-25,L005,P007,V001,5,38.9,0.0,194.5,70.0,124.5
52773,2023-10-25,L005,P002,V001,4,42.9,0.0,171.6,68.0,103.6
52774,2023-10-25,L006,P001,V003,3,45.9,0.0,137.7,54.0,83.7
52775,2023-10-25,L006,P002,V002,2,42.9,0.0,85.8,34.0,51.8
52776,2023-10-25,L006,P001,V004,1,45.9,0.0,45.9,18.0,27.9
52777,2023-10-25,L006,P005,V001,3,12.9,0.0,38.7,13.5,25.2
52778,2023-10-25,L006,P008,V001,4,3.9,0.0,15.6,4.8,10.8
52779,2023-10-25,L006,P006,V005,1,10.9,0.0,10.9,3.8,7.1
52780,2023-10-25,L006,P008,V004,2,3.9,0.0,7.8,2.4,5.4
52781,2023-10-25,L006,P005,V005,4,12.9,0.0,51.6,18.0,33.6
52782,2023-10-25,L007,P007,V001,2,38.9,0.0,77.8,28.0,49.8
52783,2023-10-25,L007,P005,V005,1,12.9,0.0,12.9,4.5,8.4
52784,2023-10-25,L007,P006,V004,4,10.9,0.0,43.6,15.2,28.4
52785,2023-10-25,L007,P005,V006,4,12.9,0.0,51.6,18.0,33.6
52786,2023-10-25,L007,P001,V005,1,45.9,0.0,45.9,18.0,27.9
52787,2023-10-25,L007,P001,V006,5,45.9,0.0,229.5,90.0,139.5
52788,2023-10-25,L007,P001,V004,1,45.9,0.0,45.9,18.0,27.9
52789,2023-10-25,L007,P005,V005,1,12.9,0.0,12.9,4.5,8.4
52790,2023-10-25,L007,P007,V006,1,38.9,0.0,38.9,14.0,24.9
52791,2023-10-25,L007,P002,V005,5,42.9,0.0,214.5,85.0,129.5
52792,2023-10-25,L007,P002,V004,1,42.9,0.0,42.9,17.0,25.9
52793,2023-10-25,L007,P007,V004,2,38.9,0.0,77.8,28.0,49.8
52794,2023-10-25,L007,P007,V003,2,38.9,0.0,77.8,28.0,49.8
52795,2023-10-25,L007,P006,V006,3,10.9,0.0,32.7,11.4,21.3
52796,2023-10-25,L008,P001,V005,4,45.9,0.0,183.6,72.0,111.6
52797,2023-10-25,L008,P005,V004,2,12.9,0.0,25.8,9.0,16.8
52798,2023-10-25,L008,P001,V004,4,45.9,0.0,183.6,72.0,111.6
52799,2023-10-25,L008,P007,V004,2,38.9,0.0,77.8,28.0,49.8
52800,2023-10-25,L008,P006,V006,1,10.9,0.0,10.9,3.8,7.1
52801,2023-10-25,L008,P001,V001,5,45.9,0.0,229.5,90.0,139.5
52802,2023-10-25,L008,P005,V002,4,12.9,0.0,51.6,18.0,33.6
52803,2023-10-25,L008,P005,V006,2,12.9,0.0,25.8,9.0,16.8
52804,2023-10-25,L008,P002,V004,3,42.9,0.0,128.7,51.0,77.7
52805,2023-10-25,L008,P008,V004,2,3.9,0.0,7.8,2.4,5.4
52806,2023-10-25,L008,P007,V003,1,38.9,0.0,38.9,14.0,24.9
52807,2023-10-25,L008,P007,V006,4,38.9,0.0,155.6,56.0,99.6
52808,2023-10-25,L008,P005,V002,1,12.9,0.0,12.9,4.5,8.4
52809,2023-10-25,L008,P008,V003,1,3.9,0.0,3.9,1.2,2.7
52810,2023-10-25,L009,P008,V006,2,3.9,0.0,7.8,2.4,5.4
52811,2023-10-25,L009,P001,V001,1,45.9,0.0,45.9,18.0,27.9
52812,2023-10-25,L009,P006,V003,6,10.9,0.0,65.4,22.8,42.6
52813,2023-10-25,L009,P005,V002,2,12.9,0.0,25.8,9.0,16.8
52814,2023-10-25,L009,P001,V002,1,45.9,0.0,45.9,18.0,27.9
52815,2023-10-25,L009,P008,V002,1,3.9,0.0,3.9,1.2,2.7
52816,2023-10-25,L010,P001,V005,4,45.9,0.0,183.6,72.0,111.6
52817,2023-10-25,L010,P001,V006,2,45.9,0.0,91.8,36.0,55.8
52818,2023-10-25,L010,P005,V001,4,12.9,0.0,51.6,18.0,33.6
52819,2023-10-25,L010,P001,V005,4,45.9,0.0,183.6,72.0,111.6
52820,2023-10-25,L010,P005,V001,2,12.9,0.0,25.8,9.0,16.8
52821,2023-10-25,L010,P007,V004,2,38.9,0.0,77.8,28.0,49.8
52822,2023-10-25,L010,P008,V003,3,3.9,0.0,11.7,3.6,8.1
52823,2023-10-25,L010,P002,V002,4,42.9,0.0,171.6,68.0,103.6
52824,2023-10-25,L010,P002,V003,6,42.9,0.0,257.4,102.0,155.4
52825,2023-10-25,L010,P007,V004,5,38.9,0.0,194.5,70.0,124.5
52826,2023-10-25,L010,P001,V003,3,45.9,0.0,137.7,54.0,83.7
52827,2023-10-25,L011,P002,V006,3,42.9,0.0,128.7,51.0,77.7
52828,2023-10-25,L011,P008,V006,3,3.9,0.0,11.7,3.6,8.1
52829,2023-10-25,L011,P007,V004,1,38.9,0.0,38.9,14.0,24.9
52830,2023-10-25,L011,P008,V002,1,3.9,0.0,3.9,1.2,2.7
52831,2023-10-25,L011,P005,V005,1,12.9,0.0,12.9,4.5,8.4
52832,2023-10-25,L011,P007,V004,3,38.9,0.0,116.7,42.0,74.7
52833,2023-10-25,L011,P005,V003,2,12.9,0.0,25.8,9.0,16.8
52834,2023-10-25,L011,P007,V002,2,38.9,0.0,77.8,28.0,49.8
52835,2023-10-25,L011,P007,V003,5,38.9,0.0,194.5,70.0,124.5
52836,2023-10-25,L012,P007,V004,3,38.9,0.0,116.7,42.0,74.7
52837,2023-10-25,L012,P001,V002,3,45.9,0.0,137.7,54.0,83.7
52838,2023-10-25,L012,P006,V002,1,10.9,0.0,10.9,3.8,7.1
52839,2023-10-25,L012,P005,V002,3,12.9,0.0,38.7,13.5,25.2
52840,2023-10-25,L012,P006,V004,6,10.9,0.0,65.4,22.8,42.6
52841,2023-10-25,L012,P002,V003,1,42.9,0.0,42.9,17.0,25.9
52842,2023-10-25,L012,P002,V004,2,42.9,0.0,85.8,34.0,51.8
52843,2023-10-25,L012,P001,V006,3,45.9,0.0,137.7,54.0,83.7
52844,2023-10-26,L001,P005,V001,1,12.9,0.0,12.9,4.5,8.4
52845,2023-10-26,L001,P007,V002,1,38.9,0.0,38.9,14.0,24.9
52846,2023-10-26,L001,P007,V006,1,38.9,0.0,38.9,14.0,24.9
52847,2023-10-26,L001,P006,V004,4,10.9,0.0,43.6,15.2,28.4
52848,2023-10-26,L001,P002,V006,1,42.9,0.0,42.9,17.0,25.9
52849,2023-10-26,L001,P001,V005,1,45.9,0.0,45.9,18.0,27.9
52850,2023-10-26,L001,P007,V002,3,38.9,0.0,116.7,42.0,74.7
52851,2023-10-26,L001,P007,V001,5,38.9,0.0,194.5,70.0,124.5
52852,2023-10-26,L001,P001,V003,4,45.9,0.0,183.6,72.0,111.6
52853,2023-10-26,L001,P005,V003,2,12.9,0.0,25.8,9.0,16.8
52854,2023-10-26,L001,P001,V001,1,45.9,0.0,45.9,18.0,27.9
52855,2023-10-26,L001,P008,V003,3,3.9,0.0,11.7,3.6,8.1
52856,2023-10-26,L001,P001,V001,3,45.9,0.0,137.7,54.0,83.7
52857,2023-10-26,L001,P005,V002,3,12.9,0.0,38.7,13.5,25.2
52858,2023-10-26,L002,P008,V006,1,3.9,0.0,3.9,1.2,2.7
52859,2023-10-26,L002,P005,V006,3,12.9,0.0,38.7,13.5,25.2
52860,2023-10-26,L002,P001,V002,1,45.9,0.0,45.9,18.0,27.9
52861,2023-10-26,L002,P001,V006,1,45.9,0.0,45.9,18.0,27.9
52862,2023-10-26,L002,P001,V006,3,45.9,0.0,137.7,54.0,83.7
52863,2023-10-26,L002,P006,V006,7,10.9,0.0,76.3,26.6,49.7
52864,2023-10-26,L002,P005,V004,3,12.9,0.0,38.7,13.5,25.2
52865,2023-10-26,L002,P005,V006,3,12.9,0.0,38.7,13.5,25.2
52866,2023-10-26,L002,P001,V004,4,45.9,0.0,183.6,72.0,111.6
52867,2023-10-26,L002,P002,V001,2,42.9,0.0,85.8,34.0,51.8
52868,2023-10-26,L002,P008,V002,2,3.9,0.0,7.8,2.4,5.4
52869,2023-10-26,L003,P005,V005,1,12.9,0.0,12.9,4.5,8.4
52870,2023-10-26,L003,P001,V005,4,45.9,0.0,183.6,72.0,111.6
52871,2023-10-26,L003,P007,V003,2,38.9,0.0,77.8,28.0,49.8
52872,2023-10-26,L003,P008,V006,3,3.9,0.0,11.7,3.6,8.1
52873,2023-10-26,L003,P005,V006,1,12.9,0.0,12.9,4.5,8.4
52874,2023-10-26,L003,P006,V004,2,10.9,0.0,21.8,7.6,14.2
52875,2023-10-26,L003,P008,V002,1,3.9,0.0,3.9,1.2,2.7
52876,2023-10-26,L003,P008,V004,2,3.9,0.0,7.8,2.4,5.4
52877,2023-10-26,L003,P007,V001,4,38.9,0.0,155.6,56.0,99.6
52878,2023-10-26,L003,P001,V006,1,45.9,0.0,45.9,18.0,27.9
52879,2023-10-26,L004,P001,V001,5,45.9,0.0,229.5,90.0,139.5
52880,2023-10-26,L004,P005,V001,7,12.9,0.0,90.3,31.5,58.8
52881,2023-10-26,L004,P005,V003,2,12.9,0.0,25.8,9.0,16.8
52882,2023-10-26,L004,P008,V001,1,3.9,0.0,3.9,1.2,2.7
52883,2023-10-26,L004,P006,V003,2,10.9,0.0,21.8,7.6,14.2
52884,2023-10-26,L004,P007,V001,3,38.9,0.0,116.7,42.0,74.7
52885,2023-10-26,L004,P006,V003,2,10.9,0.0,21.8,7.6,14.2
52886,2023-10-26,L004,P008,V004,1,3.9,0.0,3.9,1.2,2.7
52887,2023-10-26,L004,P002,V003,4,42.9,0.0,171.6,68.0,103.6
52888,2023-10-26,L004,P008,V006,1,3.9,0.0,3.9,1.2,2.7
52889,2023-10-26,L004,P001,V001,1,45.9,0.0,45.9,18.0,27.9
52890,2023-10-26,L004,P005,V006,2,12.9,0.0,25.8,9.0,16.8
52891,2023-10-26,L004,P008,V001,1,3.9,0.0,3.9,1.2,2.7
52892,2023-10-26,L004,P001,V005,1,45.9,0.0,45.9,18.0,27.9
52893,2023-10-26,L004,P001,V005,4,45.9,0.0,183.6,72.0,111.6
52894,2023-10-26,L004,P005,V005,2,12.9,0.0,25.8,9.0,16.8
52895,2023-10-26,L005,P005,V002,1,12.9,0.0,12.9,4.5,8.4
52896,2023-10-26,L005,P007,V002,3,38.9,0.0,116.7,42.0,74.7
52897,2023-10-26,L005,P001,V002,2,45.9,0.0,91.8,36.0,55.8
52898,2023-10-26,L005,P008,V005,5,3.9,0.0,19.5,6.0,13.5
52899,2023-10-26,L005,P007,V003,2,38.9,0.0,77.8,28.0,49.8
52900,2023-10-26,L005,P005,V004,6,12.9,0.0,77.4,27.0,50.4
52901,2023-10-26,L005,P001,V006,1,45.9,0.0,45.9,18.0,27.9
52902,2023-10-26,L005,P006,V006,2,10.9,0.0,21.8,7.6,14.2
52903,2023-10-26,L005,P007,V006,5,38.9,0.0,194.5,70.0,124.5
52904,2023-10-26,L006,P005,V002,2,12.9,0.0,25.8,9.0,16.8
52905,2023-10-26,L006,P006,V003,3,10.9,0.0,32.7,11.4,21.3
52906,2023-10-26,L006,P005,V002,1,12.9,0.0,12.9,4.5,8.4
52907,2023-10-26,L006,P002,V002,2,42.9,0.0,85.8,34.0,51.8
52908,2023-10-26,L006,P002,V004,2,42.9,0.0,85.8,34.0,51.8
52909,2023-10-26,L006,P002,V002,2,42.9,0.0,85.8,34.0,51.8
